"Date","Score","Store","Year","Comment"
"07/03/2024 12:38:35","10","TikTok_SP","2024","se a pessoa n tem intimidade pra soltar um peido vai ter que intimidade gente ? kkkk relacionamento eh compartilhar de tudo e ser livre mesmo 🤣🤣🤣 os melhores casais são os que se sentem livres pra ser e fazer de TUDO JUNTO . Quem reclama com certeza n vive um amor leve e tranquilo 🙂"
"07/03/2024 12:38:55","7","TikTok_Recife","2024","Eu não suporto essa falta de educação! Já teria xingado até a 10 geração e saído de perto! Não sou obrigada"
"07/03/2024 12:46:17","7","TikTok_Porto_Alegre","2024","Mano, ele vai se kgar 🤣"
"07/03/2024 12:57:04","9","TikTok_Salvador","2024","tenho inveja de mulher que leva essas coisas na esportiva com bom humor"
"07/03/2024 13:18:44","4","Digital_Platform","2024","Acho horrível! Acaba com o desejo pela pessoa! Vi nos comentários, ela chamando de amargo quem ñ gosta disso🤣🤣🤣 Credo! Ser feliz, ter intimidade ñ tem nada a ver com sentir cheiro de merdah do seu marido"
"07/03/2024 13:30:25","8","TikTok_Curitiba","2024","estou há 23 anos com o meu marido, e somos iguais 😅"
"07/03/2024 16:11:30","7","TikTok_Recife","2024","ele nao se casou nao ?"
"07/03/2024 16:12:13","7","TikTok_Brasília","2024","depois reclama quando ela estiver com ""dor de cabeça"""
"07/03/2024 17:26:02","4","TikTok_BH","2024","nossa que graça tem isso? que nojooooo. desnecessário"
"07/03/2024 17:48:16","8","TikTok_Brasília","2024","Qual foi a graça nisso mesmo?pq tantos risos?"
"07/03/2024 18:43:13","7","Online_Community","2024","Não sei pq mas eu lembrei do espipeidoto 😂😂😂"
"07/03/2024 19:22:11","10","TikTok_Curitiba","2024","Meu namorado faz isso, não gosto, no começo quase perdi o interesse, mas me acostumei e tá tudo bem kkkkkkkkk😭"
"07/03/2024 20:39:02","8","TikTok_Salvador","2024","Deus que me livre"
"07/03/2024 22:29:07","7","Online_Community","2024","Gente, eu acho super normal isso, aqui em casa quem mais faz isso sou eu kkkkk, vejo apenas a intimidade entre um casal!"
"07/04/2024 08:30:00","7","TikTok_Fortaleza","2024","coitado dos cachorros 😂😂"
"07/04/2024 08:32:36","8","TikTok_Porto_Alegre","2024","Eu particularmente não gosto disso.😅 Mas se pra ela tá tudo bem e eles acham q tá tudo certo🤭 ninguém tem nada haver com isso 😉 até pq quem tá cheirando são eles e não vcs.😅😂😅🤭"
"07/04/2024 13:29:49","8","TikTok_Salvador","2024","nem se eu me odiasse muito 💀"
"07/04/2024 15:01:35","8","TikTok_Fortaleza","2024","Aqui a gente da risada kkkkkkk o pessoal problematiza demais 😂"
"07/04/2024 15:32:07","8","Digital_Platform","2024","28 anos de casada se for ligar pelo peido do meu esposo não ficava nem o primeiro dia kkkk"
"07/04/2024 16:14:34","1","Online_Community","2024","Eu ia ficar chateada pq virou pra mim e não pro outro lado kkkkkk"
"07/04/2024 16:21:45","8","Online_Community","2024","Eu já ia mandar peidar na minha cara logo"
"07/04/2024 17:28:23","2","TikTok_Curitiba","2024","Acho horrível isso, sinceramente, não é pq é meu marido q preciso aturar tudo"
"07/04/2024 17:47:40","7","TikTok_Fortaleza","2024","Acho que peidar livremente no relacionamento é a coisa mais libertadora de todas."
"07/04/2024 18:16:00","8","TikTok_Curitiba","2024","isso que é intimidade 🥰"
"07/04/2024 18:59:38","10","TikTok_Salvador","2024","🙄🙄🙄perde o interesse 🙄🙄🙄🙄 o amor RASO e FÚTIL dessas mulheres me assusta. Só as princesas que fazem cocô em formato de rosas com cheiro de mirtilos selvagens e nunca soltaram um pum sem ser DENTRO do banheiro, SENTADA no vaso, né?! ui, chatérriimaasssssssss"
"07/04/2024 19:30:21","8","TikTok_Porto_Alegre","2024","rapaz isso é o de menos meu marido toda veiz que vou no banheiro fazer o número 2 ele vai atrás pra fica conversando 😂😂"
"07/04/2024 19:34:13","7","TikTok_Salvador","2024","E o povo perdendo interesse por um pedido?!! KKKKKKKK Pessoas que nunca tiveram relacionamento, uó"
"07/04/2024 19:37:49","7","Online_Community","2024","Custa entrar na brincadeira? rir junto é a melhor coisa que existe, ainda mais de coisas idiotas como essa, deixar o peso do ser adulto de lado e rir de um peido, de um arroto.. tem muita gente vivendo errado e sendo velho amargo por aí"
"07/04/2024 19:41:30","8","TikTok_Salvador","2024","sério que isso não é normal na casa de vocês?😂😂"
"07/04/2024 20:30:26","7","Online_Community","2024","Do jeito q tão comentando parece q ele deu um tapa na cara dela 🙄"
"07/04/2024 20:59:34","7","TikTok_Fortaleza","2024","Bah eu já mando largar kkk"
"07/04/2024 21:11:59","8","TikTok_Recife","2024","Passada parece aqui em casa mulher 😂😂"
"07/04/2024 21:14:45","7","TikTok_BH","2024","Eu acho o Ó esses casais que consideram falta de respeito e não tem essa liberdade com o parceiro 😂😂"
"07/04/2024 22:11:49","10","Digital_Platform","2024","Eu desto isso mas meu love veio com esse defeito. Sempre falo que vou resolver o problema com um saco de rolhas."
"07/04/2024 22:20:01","7","TikTok_Salvador","2024","😆😆😆😆😆😆😆 esse casal tem intimidade 🥰 aqui em casa nao temos vergonha um do outro kkkkkk"
"07/04/2024 23:01:59","8","Digital_Platform","2024","Eu acho falta de educação sim,o mesmo vale para arrotar, espirrar em cima dos outros ou tossir sem proteção."
"07/05/2024 08:44:14","7","TikTok_RJ","2024","Essa aí te ama de verdade viu kkkkk da valor nela pq não é qualquer uma que aguenta o fedor não 😂😂😂😂😂😂 ela fica rindo e não sai de perto 😂😂😂😂"
"07/05/2024 09:11:15","8","Online_Community","2024","agente acho tão feio este tipo de intimidade ...não consigo ser assim, perde um pouco o sex appeal..só minha opinião ..."
"07/05/2024 09:22:41","7","TikTok_Salvador","2024","e eu que fui a um date com o cara , e ele parecia uma corneta kkkkkkkkkk a cada 3 palavras um peido e ele agia como se fosse normal"
"07/05/2024 10:53:39","10","TikTok_Fortaleza","2024","kkkkkkk meu namorado faz isso todas as vezes , eu nem importo , faço o mesmo . kkkkkk super normal gente 😂 ótimo é eles falando q o peido tava melhorando ."
"07/05/2024 12:00:57","10","TikTok_Porto_Alegre","2024","o meu peida demais e toda vez eu acho engraçado, por isso sou mais feliz que vocês"
"07/05/2024 13:15:01","7","TikTok_BH","2024","Esse último sujou a cueca kkkkkkkk"
"07/05/2024 13:41:05","7","TikTok_Porto_Alegre","2024","quando meu marido pejda eu rapidamente saio correndo, pq sei que ali vai está o valão a céu aberto"
"07/05/2024 14:03:55","7","TikTok_Curitiba","2024","Falta de respeito pra mim é me trair, me xingar e não valorizar o que eu faço para a pessoa! As pessoas se ofendem com um peido cara! Imagina qual amarga é está ao lado de uma pessoa dessa ?"
"07/05/2024 14:25:30","7","Online_Community","2024","Eu tenho um ódiooooo😂😂😂"
"07/05/2024 14:39:54","7","Online_Community","2024","Pode até peidar, mas mira o rojão pro outro lado pô ! 🤣😝"
"07/05/2024 17:47:41","7","Online_Community","2024","acredito não que tão botando problematização em peidoKkkkkk marrapaz, vão tomar um chá pra vcs peidarem tb"
"07/05/2024 19:20:53","7","Digital_Platform","2024","INTIMIDADE É FODA KKKKKKKKKKKKKKKKKKKKKKKKK"
"07/05/2024 19:51:15","7","Online_Community","2024","caminho sem volta isso kkk"
"07/05/2024 19:54:55","10","Digital_Platform","2024","kakakakakaakakakakakakakakaakakakakakakakaakak...os fedorentos aqui em casa são sempre os meus, amo soltar perto do marido pq ele fica muito puto, sai andando pela casa xingando, da ânsia, o drama completo... 17 anos junto e a intimidade de milhões..."
"07/05/2024 20:29:49","8","TikTok_Porto_Alegre","2024","Faltar com respeito é trair. Peidar é necessidade biológica."
"07/05/2024 21:10:42","8","TikTok_Porto_Alegre","2024","Fala sério!"
"07/05/2024 23:02:45","8","TikTok_Brasília","2024","Ele virando o popô 😂😂😂"
"07/05/2024 23:13:55","10","Social_Media_Hub","2024","Eu sou bariátrica se não puder peidar pelo amor de Deus eu e meu marido 11 anos juntos somos assim, leve e risos"
"07/06/2024 08:14:51","7","TikTok_Porto_Alegre","2024","Fez balãozinho com a bosta 😂"
"07/06/2024 08:54:10","7","Social_Media_Hub","2024","Eu peido no lado do meu marido, e caio na risada. Mas quando é ele eu brigo e ele adora ver essa briga. Hahah da risada. 🤭 E quando eu peido fedido ele diz: só enterrar pq o corpo tá podre 😂😂😂"
"07/06/2024 08:55:31","6","TikTok_BH","2024","o povo falando q é deselegante kkk gente deselegante vai ser ir pro hospital com cólica intestinal depois eu ein, cês tão em casa, solta o peido logo kkkkkk"
"07/06/2024 10:25:07","7","TikTok_Brasília","2024","Kkkkkk, amiga filma a rotina dele… tipo ele tomando banho 😏"
"07/06/2024 13:14:31","10","TikTok_RJ","2024","Amo fazer isso jkjkkkj"
"07/06/2024 14:13:06","7","TikTok_Fortaleza","2024","Da me ummmm 💨"
"07/06/2024 15:16:02","7","TikTok_Recife","2024","Eu esperando ela retribuir 😂😂😂"
"07/06/2024 16:05:12","8","Social_Media_Hub","2024","Aqui é o tempo todo assim kkkk meu marido é só Deus na causa…. E então fico atrás não 🤣🤣🤣🤣"
"07/06/2024 16:28:23","7","TikTok_Brasília","2024","Gente eu já estresso🤣"
"07/06/2024 17:00:24","8","TikTok_Brasília","2024","Aqui em casa tem até disputa kkkkkkkkk"
"07/06/2024 18:34:13","7","Social_Media_Hub","2024","Eu e o meu marido às vezes até competimos pra ver quem peida mais alto kkkkkkk"
"07/06/2024 18:38:23","8","Social_Media_Hub","2024","se não peidar assim não tem graça"
"07/06/2024 19:34:04","8","TikTok_Porto_Alegre","2024","Destrancaram ele gente 🤣"
"07/06/2024 20:48:53","8","TikTok_SP","2024","Dps não sabe pq a mulher tem dor de cabeça toda noite"
"07/06/2024 21:25:08","7","Digital_Platform","2024","Fui fazer isso , me caguei"
"07/06/2024 21:37:31","10","TikTok_Curitiba","2024","SE CHAMA AMOR ✨"
"07/06/2024 22:21:16","7","Digital_Platform","2024","ela claramente acostumada KKKKKKKKKKKKKKKKKKKK"
"07/06/2024 22:33:16","8","TikTok_SP","2024","ma segunda ele cag0 certeza 😂😂😂😂"
"07/07/2024 10:03:21","7","TikTok_Fortaleza","2024","Se colocasse mais força, a moto pegava direto 😂😂😂, gente acho muito normal isso"
"07/07/2024 11:47:57","7","TikTok_Brasília","2024","Gente, as pessoas peidam 😐 como diz uma amiga que é médica veterinária ""tem 🆒, peida!"" e a vida em casal é assim mesmo uai, cês acham que vão casar e nunca vão ouvir um peidinho do parceiro? Tô impressionado com a quantidade de amargura e frescura nesses comentários, misericórdia."
"07/07/2024 12:20:45","8","TikTok_BH","2024","O meu ia peidar ainda ia falar que a culpa é da comida gostosa que eu fiz 😂😂😂😂 e claro, eu ia rir mtt kkkkkkk"
"07/07/2024 12:37:42","7","TikTok_Brasília","2024","Kkkkkkkkkkkkkk desfruto da intimidade"
"07/07/2024 12:53:01","9","TikTok_BH","2024","essas poesias de amor eu amo"
"07/07/2024 13:28:52","7","TikTok_Salvador","2024","Menina, foi quase uma conversa🤣🤣🤣🤣"
"07/07/2024 16:59:56","7","TikTok_BH","2024","meu noivo só falta se cagar na minha frente 😂😂😂😂 e eu também"
"07/07/2024 17:24:53","8","TikTok_Porto_Alegre","2024","ai gente amor q nojo"
"07/07/2024 18:51:12","8","TikTok_Salvador","2024","Tem dias de dar até ânsia de vômito 😂"
"07/07/2024 22:08:12","7","TikTok_Recife","2024","só as c* lacrado nos comentários!"
"07/07/2024 22:25:12","3","TikTok_Fortaleza","2024","Credo que nojo 🥺🤢 meu marido faz uma dessas é briga na certa 😅uix"
"07/07/2024 23:22:46","8","TikTok_Porto_Alegre","2024","Nãnnnn que nojo é falta de respeito, sigo solteira e feliz graças a Deus"
"07/07/2024 23:41:58","10","TikTok_BH","2024","não acho nada engraçado 🥺 perco o interesse🥺"
"07/08/2024 09:07:55","8","TikTok_Porto_Alegre","2024","chegou nesse nível de intimidade nao larga mais. muita gente amargurada nos comentários ."
"07/08/2024 09:44:56","8","Digital_Platform","2024","Passada com o video e os comentários 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
"07/08/2024 12:03:40","8","Social_Media_Hub","2024","não julgo estou casada 15 anos aqui casa é igual kkkk ele caga porta aberta eu sentada no corredor fofocando com ele fofocas do dia normal kkkk intimidade é tipo relação que dura"
"07/08/2024 13:01:38","8","TikTok_BH","2024","Td vez q meu marido faz isso ele apanha 🤣🤣"
"07/08/2024 16:52:31","7","Digital_Platform","2024","affffs ,por isso os casamentos estão se acabando ,n há mais respeito entre os parceiros 😭,isso é uma falta de respeito"
"07/08/2024 16:54:16","7","TikTok_Recife","2024","E o cachorro só aceitando 🤡😂"
"07/08/2024 17:04:16","7","TikTok_Porto_Alegre","2024","só quem tem relacionamento longo sabe 😂😂😂"
"07/08/2024 17:51:00","7","TikTok_Fortaleza","2024",",se tivesse língua falava 😂😂"
"07/08/2024 17:58:34","8","Digital_Platform","2024","Desfruta da intimidade… 🤣🤣🤣"
"07/08/2024 18:10:41","8","Digital_Platform","2024","todo casal passa por isso.."
"07/08/2024 19:02:32","7","TikTok_RJ","2024","Quando os gases causados pela endometriose atacam o que resta ao meu marido é rir também pq sinto tanta dor que só Deus sabe o alívio kkkk"
"07/08/2024 19:08:57","7","TikTok_BH","2024","kkkkkkkkkkkkkkkk senti o alívio daqui aqui em casa as vezes rola competição 😂😂😂😂"
"07/08/2024 20:00:46","7","Digital_Platform","2024","Eu tenho que repensar minhas atitudes como esposa, eu devo ser muito chata"
"07/08/2024 21:02:30","8","Online_Community","2024","kkkk faço muito com minha esposa... Ela sempre espera eu terminar pra dizer ""CAGOU"" 🤣🤣🤣"
"07/08/2024 21:20:47","8","TikTok_Porto_Alegre","2024","meu marido 24 hras , só peida pqp ....mas pra me dê boa kkkk melhor pra fora do que pra dentro 🤣🤣"
"07/08/2024 22:54:52","3","TikTok_BH","2024","Cada um sabe seu limite , odeio que podem perto de mim é uma nojeira uma deselegância"
